1.000716 0.025903 
1.024688 0.150139 
1.071193 0.249389 
1.137466 0.361159 
1.221191 0.495133 
1.322825 0.647524 
1.444471 0.832906 
1.593708 1.059907 
1.804822 1.372225 
2.189347 1.930607 
