1.051526 0.209861 
1.155111 0.440507 
1.277168 0.655434 
1.420105 0.871370 
1.585736 1.101905 
1.780611 1.353546 
2.027564 1.699856 
2.364494 2.369294 
2.910629 4.452829 
3.997168 9.476627 
